Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
5039,AS44512,KONVERTO-AS,IT,22938,0.06,0.001,1415
5040,AS15683,DOMASHKA-AS,UA,22926,0.08,0.001,2461
5041,AS36881,MULTITEL,AO,22925,0.42,0.001,733
5042,AS53094,Guanhaes Internet LTDA-ME,BR,22925,0.01,0.001,1163
5043,AS265606,DIGY NETWORKS S.A DE C.V.,MX,22920,0.03,0.001,2754
5044,AS263442,GIALES FISCHER GRUTZMANN & CIA LTDA,BR,22906,0.01,0.001,1162
5045,AS266608,Ola Fibra Telecomunicacoes LTDA,BR,22906,0.01,0.001,1162
5046,AS57244,ASMILLENIUM,RU,22902,0.02,0.001,734
5047,AS52354,Atlantica Video Cable S.A.,AR,22893,0.06,0.001,2995
5048,AS264440,POINT TELECOMUNICACOES LTDA ME,BR,22886,0.01,0.001,1161
5049,AS267051,Nexus Fibra Telecomunicacoes LTDA,BR,22886,0.01,0.001,1161
5050,AS47474,VIRTUAL1,GB,22884,0.04,0.001,2416
5051,AS39431,ARGOCOM-AS,UA,22880,0.08,0.001,2456
5052,AS55879,SMARTLINK-POWAI-IN SmartLink Broadband Services Pvt Ltd,IN,22872,0.0,0.001,2820
5053,AS266812,CONEXIONTOTAL S.A.,EC,22869,0.2,0.001,3299
5054,AS262898,JM TELECOMUNICACOES E MANUTENCAO DE COMP. EIRELI,BR,22866,0.01,0.001,1160
5055,AS24529,INFOTAMA-AS-ID PT. Infotama Lintas Global,ID,22857,0.02,0.001,4030
5056,AS264202,Soares & Peruzzo Ltda,BR,22847,0.01,0.001,1159
5057,AS31898,ORACLE-BMC-31898,KR,22842,0.04,0.001,3392
5058,AS30165,DALTON-U2,US,22839,0.01,0.001,4017
5059,AS23627,"UCVNET UEDA CABLE VISION CO.,LTD.",JP,22832,0.02,0.001,592
5060,AS64072,EVOLUTIONNET-BD EVOLUTION NET Internet Service Provider,BD,22830,0.07,0.001,14754
5061,AS262318,Horizons Telecomunicacoes e Tecnologia S.A.,BR,22827,0.01,0.001,1158
5062,AS262620,Pox Network Telecomunicacoes Ltda-ME,BR,22827,0.01,0.001,1158
5063,AS48275,TSMS-ABKHAZIA-AS,RU,22809,0.02,0.001,731
5064,AS265377,FLASH NET TELECOMUNICACOES LTDA - ME,BR,22807,0.01,0.001,1157
5065,AS134201,MDM-AS-AP Metaphor Digital Media,BD,22806,0.07,0.001,14739
5066,AS378,MACHBA-AS ILAN,IL,22796,0.31,0.001,3207
5067,AS265561,LANTOINTERNET SA DE CV,MX,22787,0.02,0.001,2738
5068,AS52352,TVC5 S.A.,AR,22786,0.06,0.001,2981
5069,AS134134,NORTHTELECOM-AF North Telecom,AF,22770,0.42,0.001,1756
5070,AS263332,Netfi servicos de comunicacoes ltda epp,BR,22768,0.01,0.001,1155
5071,AS264814,BITRED GROUP SPA,CL,22767,0.14,0.001,1329
5072,AS27941,CONSULNETWORK LTDA,CO,22759,0.06,0.001,2373
5073,AS139766,"PROTOCOL-AS-AP Protocol Technologies Co.,Ltd ta KNET",MM,22754,0.1,0.001,4075
5074,AS264106,ANDRADE & LANDIM TELECOMUNICACOES LTDA,BR,22748,0.01,0.001,1154
5075,AS262665,Viafast Provedor de Internet Ltda ME,BR,22748,0.01,0.001,1154
5076,AS17781,XHNEWS XINHUA NEWS AGENCY,CN,22736,0.0,0.001,183
5077,AS48659,WIDE-NET-AS,PL,22733,0.07,0.001,1277
5078,AS53191,Vero Internet,BR,22728,0.01,0.001,1153
5079,AS35549,"METRONET-AS Zagreb, Croatia",HR,22728,0.9,0.001,16332
5080,AS16347,RMI-FITECH,FR,22725,0.04,0.001,1204
5081,AS30982,-Reserved AS-,TG,22722,1.65,0.001,3362
5082,AS14543,SRT-ASN,US,22719,0.01,0.001,3996
5083,AS209789,SENTOKAREV,RU,22715,0.02,0.001,728
5084,AS57728,HELIOSMB-AS,CZ,22714,0.26,0.001,1492
5085,AS268100,7 Lan Comercio e Servicos Ltda,BR,22709,0.01,0.001,1152
5086,AS50482,KAZAKHTELECOM-AS,KZ,22702,0.15,0.001,1071
5087,AS36290,THECABLE-STKITTS-01,KN,22701,49.24,0.001,17803
5088,AS140401,PROXINET-AS-ID PT Proxi Jaringan Nusantara,ID,22693,0.02,0.001,4001
5089,AS46293,MIDWEST-ENERGY-AND-COMMUNICATIONS,US,22674,0.01,0.001,3988
5090,AS139780,BIC-AS-AP Brothers ICT Connectivity,BD,22669,0.07,0.001,14650
5091,AS197979,INTERKAR-AS,PL,22662,0.07,0.001,1273
5092,AS57494,ADMAN-AS,RU,22653,0.02,0.001,726
5093,AS2715,Fundacao Carlos Chagas Filho de Amparo a Pesquisa,BR,22649,0.01,0.001,1149
5094,AS39005,MEDIALYS,FR,22631,0.04,0.001,1199
5095,AS134540,TTML-AS-AP Tata Teleservices Maharashtra Ltd,IN,22628,0.0,0.001,2790
5096,AS62887,WHITESKY-COMMUNICATIONS,US,22617,0.01,0.001,3978
5097,AS57869,MISSNET,BA,22617,0.79,0.001,20441
5098,AS37266,AMOBIA-ASN,ZA,22598,0.06,0.001,1454
5099,AS20904,NETPLAZA-AS,FI,22598,0.46,0.001,2485
5100,AS134021,AIRGENIE-AS Airgenie Communications Private Limited,IN,22596,0.0,0.001,2786
5101,AS53848,MRTC-WLBTKY,US,22594,0.01,0.001,3974
5102,AS41575,INTERCITY-AS,RU,22590,0.02,0.001,724
5103,AS197628,SUDAKA-NET-UA,RU,22590,0.02,0.001,724
5104,AS7575,AARNET-AS-AP Australian Academic and Research Network AARNet,AU,22585,0.1,0.001,1788
5105,AS265905,NV7 TELECOM LTDA,BR,22571,0.01,0.001,1145
5106,AS61573,IP2Tel - IP Telecom,BR,22571,0.01,0.001,1145
5107,AS264538,LIGNET TELECOMUNICACOES,BR,22571,0.01,0.001,1145
5108,AS5602,AS-IRIDEOS-KP,IT,22565,0.06,0.001,1392
5109,AS203561,KTK-TELECOM,RU,22559,0.02,0.001,723
5110,AS206092,SECFIREWALLAS,NL,22555,0.14,0.001,1348
5111,AS36374,STELLAR-ASSOCIATION,US,22549,0.01,0.001,3966
5112,AS52413,MADACOM SRL,AR,22541,0.06,0.001,2949
5113,AS328351,DKWireless-AS,ZA,22536,0.06,0.001,1450
5114,AS52369,NEOPHONE ARGENTINA SRL,AR,22534,0.06,0.001,2948
5115,AS61873,SEVEN7 INTERNET PROVIDER,BR,22531,0.01,0.001,1143
5116,AS262434,WIIP TELECOM SERVICOS DE INTERNET LTDA,BR,22531,0.01,0.001,1143
5117,AS327871,ANPTIC,BF,22529,0.53,0.001,1047
5118,AS131215,SANCHARONLINE-IN 116 MADHAV DARSHAN,IN,22523,0.0,0.001,2777
5119,AS36728,EMERYTELCOM,US,22520,0.01,0.001,3961
5120,AS12611,RKOM R-KOM Regensburger Telekommunikations GmbH & Co. KG,DE,22520,0.03,0.001,945
5121,AS23578,SKB-NAMDONGNET-AS-KR SK Broadband Co Ltd,KR,22519,0.04,0.001,3344
5122,AS36958,CWSeychelles-AS,SC,22497,36.11,0.001,18890
5123,AS17310,BVU-2,US,22497,0.01,0.001,3957
5124,AS201525,HZ-CA-AS,CA,22482,0.06,0.001,2438
5125,AS263035,PORTAL QUEOPS TELECOMUNICACOES E SERVICOS,BR,22472,0.01,0.001,1140
5126,AS52611,FRANCISCA EDILEUZA MELO ME,BR,22472,0.01,0.001,1140
5127,AS62440,TERRALINK-AS,RU,22466,0.02,0.001,720
5128,AS44172,COURIER-PLUS-AS,RU,22466,0.02,0.001,720
5129,AS57333,ASKASPIYTELEKOM,RU,22466,0.02,0.001,720
5130,AS327972,Mawingu-Networks-Ltd,KE,22456,0.22,0.001,10036
5131,AS11878,TZULO,US,22429,0.01,0.001,3945
5132,AS13319,S-I-S,CA,22426,0.06,0.001,2432
5133,AS10352,WCTC,US,22423,0.01,0.001,3944
5134,AS57353,VITROCONNECT-AS,DE,22401,0.03,0.001,940
5135,AS33647,YADTELNET,US,22401,0.01,0.001,3940
5136,AS266196,BRASCOM SOLUCOES E TECNOLOGIA LTDA ME,BR,22393,0.01,0.001,1136
5137,AS266013,Moratec Equipamentos Ltda.,BR,22393,0.01,0.001,1136
5138,AS266240,A2 TELECOM EIRELI - ME,BR,22393,0.01,0.001,1136
5139,AS269109,MARKTEC TELECOM,BR,22393,0.01,0.001,1136
5140,AS197697,PL-LUB-DERKOM-AS,PL,22377,0.07,0.001,1257
5141,AS53233,V2Net Comercio Servicos e Internet Ltda.,BR,22373,0.01,0.001,1135
5142,AS136712,GPSCPL-AS Gps Connections Pvt Ltd,IN,22369,0.0,0.001,2758
5143,AS137213,ROMANCE-AS-AP Romance Cable Network,BD,22367,0.07,0.001,14455
5144,AS398704,STACKS-INC-01,CN,22363,0.0,0.001,180
5145,AS269433,LINK TELECOM SERVICOS DE INTERNET LTDA.,BR,22354,0.01,0.001,1134
5146,AS265158,ORBE TELECOM,BR,22334,0.01,0.001,1133
5147,AS35067,PROKK-AS,UA,22330,0.08,0.001,2397
5148,AS262231,COOP. ELECTRICA Y DE SERVICIOS MARIANO MORENO LTDA.,AR,22327,0.06,0.001,2921
5149,AS212999,KAINAR-AS,KZ,22321,0.15,0.001,1053
5150,AS264406,ContilNet Telecom - Staff Computer EIRELI,BR,22314,0.01,0.001,1132
5151,AS197298,ATEL-LTDR,RU,22310,0.02,0.001,715
5152,AS26292,ASN-SHREWS,US,22298,0.01,0.001,3922
5153,AS263067,VNT FIBRAS,BR,22295,0.01,0.001,1131
5154,AS17955,"AVISNET Densan Co., Ltd.",JP,22292,0.02,0.001,578
5155,AS265570,INALAMBRICO DEDICADO S.A. DE C.V.,MX,22288,0.02,0.001,2678
5156,AS60471,MOBITEL-BGP,AL,22277,0.95,0.001,15787
5157,AS38750,"TDS-AS-ID Telemedia Dinamika Sarana, PT",ID,22268,0.02,0.001,3926
5158,AS139958,FAKTAJI-AS-ID PT Fakta Jabbar Industri,ID,22262,0.02,0.001,3925
5159,AS19201,ETC,US,22259,0.01,0.001,3915
5160,AS327987,Webstorm,ZA,22256,0.06,0.001,1432
5161,AS263587,J. UTZIG & CIA LTDA - EPP,BR,22255,0.01,0.001,1129
5162,AS267611,TECHNO BYTES TELECOM,BR,22255,0.01,0.001,1129
5163,AS396420,VALLEYFIBER,CA,22251,0.06,0.001,2413
5164,AS60072,EGS-TELECOM-AS,RU,22247,0.02,0.001,713
5165,AS714,APPLE-ENGINEERING,US,22242,0.01,0.001,3912
5166,AS21228,VINASTERISK-AS,UA,22237,0.08,0.001,2387
5167,AS45382,EHOSTIDC-AS-KR EHOSTICT,KR,22236,0.04,0.001,3302
5168,AS15011,JAGUAR-1,US,22236,0.01,0.001,3911
5169,AS56484,FASTIRAQ,IQ,22233,0.06,0.001,3859
5170,AS262674,Conquest Telecomunicacoes Ltda,BR,22216,0.01,0.001,1127
5171,AS263934,InfoRR -Solucoes em Tecnologia,BR,22216,0.01,0.001,1127
5172,AS50635,CALLMASTER,AM,22209,0.93,0.001,1904
5173,AS13855,CFU-NET,US,22207,0.01,0.001,3906
5174,AS52409,COSEIDI S.A.,AR,22205,0.06,0.001,2905
5175,AS29667,ATLANTISNET-AS,BG,22198,0.45,0.001,7815
5176,AS262311,IMBRANET INTERNET & INFORMATICA LTDA ME,BR,22196,0.01,0.001,1126
5177,AS131183,EPNET-AS-AP Empowering Net epnet,BD,22183,0.07,0.001,14336
5178,AS204957,GREENFLOID-AS,CZ,22166,0.25,0.001,1456
5179,AS265258,PENTENET COMERCIO DE INFORMATICA EIRELI EPP,BR,22157,0.01,0.001,1124
5180,AS263462,SPEED PLANET TELECOMUNICACOES LTDA - ME,BR,22157,0.01,0.001,1124
5181,AS265724,Teneda Corporacion CIA. LTDA,EC,22148,0.19,0.001,3195
5182,AS268795,TELECONSULT TELECOMUNICACOES EIRELI,BR,22137,0.01,0.001,1123
5183,AS266492,FLASH SERVICOS EM FIBRA OPTICA LTDA - ME,BR,22137,0.01,0.001,1123
5184,AS31638,ASN-LEPIDA,IT,22127,0.06,0.001,1365
5185,AS263209,ENLACE SOLUCIONES INFORMATICAS SRL,AR,22121,0.06,0.001,2894
5186,AS268268,LINKNET SERVICOS E COMERCIO LTDA - ME,BR,22117,0.01,0.001,1122
5187,AS135223,NETWAY-AS Netway Internet Pvt Ltd,IN,22117,0.0,0.001,2727
5188,AS29436,ASN-IMPERIAL,UA,22116,0.08,0.001,2374
5189,AS38364,CNNIC-LTEL-AP LONGTEL NETWORKS & TECHNOLOGIES LTD.,CN,22115,0.0,0.001,178
5190,AS11084,HURONTEL,CA,22104,0.06,0.001,2397
5191,AS198356,ASSKYNETUA ---FlyCOM---,UA,22097,0.08,0.001,2372
5192,AS266003,BRASILEIRO TELECOM,BR,22097,0.01,0.001,1121
5193,AS9009,M247,SK,22088,0.48,0.001,1470
5194,AS139904,KTL-AS-AP Kloud Technologies Limited,BD,22079,0.07,0.001,14269
5195,AS25780,HUGESERVER-NETWORKS,US,22077,0.01,0.001,3883
5196,AS196821,MHM-AS,AZ,22066,0.27,0.001,2020
5197,AS47193,LAN-OPTIC,RU,22060,0.02,0.001,707
5198,AS204279,ELTRONA,LU,22052,3.57,0.001,1845
5199,AS61828,NETWISE INFORMATICA LTDA,BR,22038,0.01,0.001,1118
5200,AS52193,EVROKONTAKT-AS,RU,22029,0.02,0.001,706
5201,AS32444,SAFELINK-MV,US,22025,0.01,0.001,3874
5202,AS266772,TRIMOTION S.R.L.,AR,22014,0.06,0.001,2880
5203,AS53347,PREMIER-COMMUNICATIONS,US,22014,0.01,0.001,3872
5204,AS27877,Coop. Telefonica de Capitan Bermudez,AR,22006,0.06,0.001,2879
5205,AS264998,SQUID NET TELECOMUNICACOES LTDA ME,BR,21999,0.01,0.001,1116
5206,AS24349,CNGI-BJ-IX3-AS-AP CERNET2 IX at Peking University,CN,21991,0.0,0.001,177
5207,AS62000,NETRIX-AS Netrix,FR,21989,0.04,0.001,1165
5208,AS12436,BERGON-AS,BG,21979,0.45,0.001,7738
5209,AS9340,"INDONET-AS-AP INDO Internet, PT",ID,21973,0.02,0.001,3874
5210,AS33871,NORILSK-TELECOM-AS,RU,21966,0.02,0.001,704
5211,AS24811,KES-AS,RU,21966,0.02,0.001,704
5212,AS45374,CCS-AS-KR CCS,KR,21960,0.04,0.001,3261
5213,AS17586,NARATV-AS-KR LG HelloVision Corp.,KR,21953,0.04,0.001,3260
5214,AS263213,VISION NET,AR,21945,0.06,0.001,2871
5215,AS28187,Stratus Telecomunicacoes Ltda,BR,21940,0.01,0.001,1113
5216,AS16117,GAVLENET se.gavlenet Autonomous System,SE,21925,0.21,0.001,1141
5217,AS202448,MVPS www.mvps.net,DE,21924,0.03,0.001,920
5218,AS269528,T. DE S. ALENCAR,BR,21920,0.01,0.001,1112
5219,AS57422,PAVUTYNA-AS,UA,21911,0.08,0.001,2352
5220,AS140611,RED-AS-AP RED ONLINE,BD,21904,0.07,0.001,14156
5221,AS24822,OPCNET-HU-AS,HU,21900,0.29,0.001,2738
5222,AS48506,METICAL-AS,MD,21897,0.64,0.001,2251
5223,AS31404,LYCATEL-AS,SE,21887,0.21,0.001,1139
5224,AS269894,CABLE ANDINA S.A.C,PE,21882,0.12,0.001,2576
5225,AS208031,MAZAYANET,IL,21879,0.29,0.001,3078
5226,AS393442,UNITED-FIBER,US,21872,0.01,0.001,3847
5227,AS269608,VELOSO NET SERV DE COMUNICACAO MULTIDIA EIRELI,BR,21861,0.01,0.001,1109
5228,AS33923,ART-COM,PL,21843,0.07,0.001,1227
5229,AS37665,MouNa,GN,21822,1.14,0.001,1065
5230,AS22051,BTES-AS,US,21821,0.01,0.001,3838
5231,AS137553,GLOBALCOM-AS-AP GLOBAL COMMUNICATION,BD,21804,0.06,0.001,14091
5232,AS135801,C32BROADBAND-AS-IN C32 Broadband Pvt. Ltd.,IN,21801,0.0,0.001,2688
5233,AS50401,LANTRACE-LLC,UA,21790,0.08,0.001,2339
5234,AS57049,KVANT-II-AS,UA,21790,0.08,0.001,2339
5235,AS265630,COMISSO DANTE ANIBAL,AR,21785,0.06,0.001,2850
5236,AS28038,SAN LUIS CTV S.A.,AR,21785,0.06,0.001,2850
5237,AS140448,APRIN-AS-ID PT Acces Prima Nusantara,ID,21785,0.02,0.001,3841
5238,AS34857,"TELELANAS-AS Telelanas ISP, Klaipeda, Lithuania",LT,21785,0.95,0.001,2667
5239,AS52433,U Mobile Cellular Inc.,GY,21785,6.83,0.001,22488
5240,AS270751,RNET TELECOM LTDA ME,BR,21782,0.01,0.001,1105
5241,AS39869,LIVENET-,PL,21772,0.07,0.001,1223
5242,AS17069,Coop Telefonica Villa Gesell Ltda,AR,21762,0.06,0.001,2847
5243,AS3842,RAMNODE,US,21758,0.01,0.001,3827
5244,AS199276,ERM,AL,21757,0.93,0.001,15418
5245,AS16301,DATACOM-AS,RU,21748,0.02,0.001,697
5246,AS201411,GOKNET,RU,21748,0.02,0.001,697
5247,AS268817,DECOLA TELECOM,BR,21743,0.01,0.001,1103
5248,AS63930,READYSERVER-SG READY SERVER PTE LTD,CN,21742,0.0,0.001,175
5249,AS203257,NEXUS,IQ,21732,0.06,0.001,3772
5250,AS263476,VIGWEB COMERCIO INSTALACOES E MANUTENCOES LTDA,BR,21723,0.01,0.001,1102
5251,AS263492,VIPMAX INTERNET LTDA,BR,21723,0.01,0.001,1102
5252,AS50316,NET_GLOBAL_SRL,IT,21722,0.06,0.001,1340
5253,AS138343,CYBER-AS-AP Cyber Net Communications,BD,21714,0.06,0.001,14033
5254,AS264796,CABLEMAS SAS,CO,21704,0.06,0.001,2263
5255,AS266568,MBG TECNOLOGIA LTDA EPP,BR,21703,0.01,0.001,1101
5256,AS52744,The Center Informatica Ltda,BR,21684,0.01,0.001,1100
5257,AS60068,CDN77 ^_^,SG,21682,0.42,0.001,8078
5258,AS45345,NAUTILE-NC-AS-AP Nautile,NC,21670,8.19,0.001,472
5259,AS133331,INFOBASELIMITED-AS-AP Infobase Limited,BD,21669,0.06,0.001,14004
5260,AS262775,TECHS TECNOLOGIA EM HARDWARE E SOFTWARE,BR,21664,0.01,0.001,1099
5261,AS263749,Junta Administrativa del Servicio Electrico Municipal de CartagoJASEC,CR,21658,0.51,0.001,4021
5262,AS44068,ARBITAL-AS Arbital ISP,RU,21654,0.02,0.001,694
5263,AS35356,MT-GOMOBILE-AS go mobile Malta Autonomous System,MT,21648,5.79,0.001,6544
5264,AS266498,UNIVERSO TECNOLOGIA LTDA-ME,BR,21644,0.01,0.001,1098
5265,AS21949,BEANFIELD,CA,21642,0.06,0.001,2347
5266,AS31263,MYNET-AS,IT,21641,0.06,0.001,1335
5267,AS28439,Mediared Telecomunicaciones S.A de C.V.,MX,21630,0.02,0.001,2599
5268,AS44692,DOMTEL-PL-AS,PL,21629,0.07,0.001,1215
5269,AS263943,MALTA E CARVALHO LTDA - EPP,BR,21624,0.01,0.001,1097
5270,AS57871,ASTELECENTR,RU,21623,0.02,0.001,693
5271,AS51997,ASKET-AS,KZ,21621,0.14,0.001,1020
5272,AS135743,MAXX1-AS-IN Maxx1 Infoway Pvt Ltd,IN,21606,0.0,0.001,2664
5273,AS11831,ESECUREDATA,CA,21606,0.06,0.001,2343
5274,AS42189,EUROSIGNAL-AS,CZ,21603,0.25,0.001,1419
5275,AS264646,DOBLECLICK SOFTWARE E INGENERIA,CO,21598,0.06,0.001,2252
5276,AS37612,Areeba-Guinea-AS,CA,21596,0.06,0.001,2342
5277,AS9647,SEOULMETRO-AS Seoul Metropolitan Government,KR,21590,0.04,0.001,3206
5278,AS267614,SIGAON SERVICOS TELECOMUNICACOES EIRELE,BR,21585,0.01,0.001,1095
5279,AS4826,VOCUS-BACKBONE-AS Vocus Connect International Backbone,AU,21575,0.1,0.001,1708
5280,AS42083,GUNEYDOGUTELEKOM,TR,21566,0.03,0.001,2926
5281,AS52173,MAKONIX,LV,21566,1.37,0.001,4008
5282,AS25190,KIS-AS,LT,21565,0.94,0.001,2640
5283,AS61910,Dvoranem E Fernandes Ltda,BR,21565,0.01,0.001,1094
5284,AS265294,ACE COMERCIO E SERVICOS DE INFORMATICA LTDA - ME,BR,21565,0.01,0.001,1094
5285,AS263778,"Coop. Serv. Pub. Limit. Tres Arroyos, CELTA",AR,21563,0.06,0.001,2821
5286,AS136365,SSBMAHAD-AS Shri Samarth Broadband,IN,21550,0.0,0.001,2657
5287,AS50362,KTM-PLUS-AS,UA,21547,0.08,0.001,2313
5288,AS264404,NETGOOL TELECOMUNICACOES,BR,21546,0.01,0.001,1093
5289,AS52718,PEDRO ADRIANO SOUTO MAIOR VELOSO - ME,BR,21546,0.01,0.001,1093
5290,AS262821,PHS INTERNET E SUPRIMENTOS LTDA - ME,BR,21546,0.01,0.001,1093
5291,AS264486,O T Tecnologia Em Informatica Ltda,BR,21546,0.01,0.001,1093
5292,AS12683,STATEL-AS Stavropol branch of Rostelecom,RU,21530,0.02,0.001,690
5293,AS47286,OTS-AS,RU,21530,0.02,0.001,690
5294,AS35213,COMPNETUA-AS,UA,21529,0.08,0.001,2311
5295,AS48926,PE3NY-AS,CZ,21527,0.24,0.001,1414
5296,AS266332,PRESTEL SERVICOS EIRELI,BR,21526,0.01,0.001,1092
5297,AS263656,BRSULNET TELECOM LTDA,BR,21526,0.01,0.001,1092
5298,AS395846,DIRECTCOMID,US,21525,0.01,0.001,3786
5299,AS202672,INET-ASN,IQ,21524,0.06,0.001,3736
5300,AS264765,VANET TELECOMUNICACIONES S.R.L.,AR,21509,0.06,0.001,2814
5301,AS262733,Netcetera Telecomunicacoes Ltda.,BR,21506,0.01,0.001,1091
5302,AS262903,Tubaron Telecom,BR,21506,0.01,0.001,1091
5303,AS57121,IT-SYSTEMATIC-GROUP,PL,21505,0.07,0.001,1208
5304,AS265738,AGRUPACION DE PROVEEDORES DE SERVICIOS,AR,21502,0.06,0.001,2813
5305,AS15713,GCN-,UA,21501,0.08,0.001,2308
5306,AS50911,AS-ELECTRON,RU,21498,0.02,0.001,689
5307,AS269940,CABLE SISTEMA S.R.L. DE C.V.,HN,21494,0.59,0.001,13587
5308,AS45061,"CNNIC-SIN-AP Shanghai Information Network Co.,Ltd.",CN,21494,0.0,0.001,173
5309,AS263824,Central TV and Internet Limited,BZ,21492,10.3,0.001,13269
5310,AS131247,INFOBD24SYSTEMS-AS-AP Infobd24 Systems,BD,21490,0.06,0.001,13888
5311,AS21100,ITLDC-NL,NL,21484,0.13,0.001,1284
5312,AS29286,SKYLOGIC-AS,IT,21479,0.06,0.001,1325
5313,AS28279,Telgo Telecomunicacoes Goias Ltda.,BR,21467,0.01,0.001,1089
5314,AS266141,REGINALDO TORRES NOGUEIRA ME,BR,21467,0.01,0.001,1089
5315,AS44209,POWERNET-AS,UA,21454,0.08,0.001,2303
5316,AS263339,3WLINK INTERNET LTDA,BR,21447,0.01,0.001,1088
5317,AS33548,UNWIRED-NOC,US,21446,0.01,0.001,3772
5318,AS22639,COOPTEL-AS-01,CA,21440,0.06,0.001,2325
5319,AS136406,SPEED-LINK-AS-AP SPEED LINK,BD,21429,0.06,0.001,13849
5320,AS30325,SSTC-NET-1,US,21423,0.01,0.001,3768
5321,AS137121,OMNET-AS-IN OMNET Broadband Services PVT LTD.,IN,21420,0.0,0.001,2641
5322,AS57808,ASKADRTV,RU,21405,0.02,0.001,686
5323,AS200357,"REDNET-AS Kiev, Ukraine",UA,21389,0.07,0.001,2296
5324,AS52859,ROSIMARA BERTOLUCI SASSI SAMPAIO EIRELI,BR,21388,0.01,0.001,1085
5325,AS266769,ISPCOM S.A.,AR,21380,0.06,0.001,2797
5326,AS140469,WANET-AS-ID PT Wahyu Adidaya Network,ID,21377,0.02,0.001,3769
5327,AS206448,SOUTHTRANSTELECOM-AS,RU,21373,0.02,0.001,685
5328,AS59043,"LDNET Guangzhou LanDong Information technology co., LTD",CN,21369,0.0,0.001,172
5329,AS267211,FOURNETWORK SERVICOS DE INFORMATICA LTDA,BR,21368,0.01,0.001,1084
5330,AS263369,Almeida & Moura Ltda,BR,21368,0.01,0.001,1084
5331,AS48830,TEC-AS,AZ,21367,0.26,0.001,1956
5332,AS16006,ASN for Rupkki,SK,21352,0.46,0.001,1421
5333,AS264491,Sonik Servicos de Comunicacao LTDA,BR,21348,0.01,0.001,1083
5334,AS269161,Andrios da Silva Padilha ME,BR,21348,0.01,0.001,1083
5335,AS263466,M.P. TELECOM LTDA - EPP,BR,21348,0.01,0.001,1083
5336,AS138465,WORLD1-AS-AP World Communication Internet Service,BD,21338,0.06,0.001,13790
5337,AS328734,Blue-Streak-Horizons-AS,KE,21335,0.2,0.001,9535
5338,AS35714,INFOSERVICE-,UA,21333,0.07,0.001,2290
5339,AS35007,MICONET-AS,PL,21327,0.07,0.001,1198
5340,AS32867,LLI-BLK1,US,21326,0.01,0.001,3751
5341,AS6966,USDOS,US,21326,0.01,0.001,3751
5342,AS12033,ASN-AT-12033,US,21320,0.01,0.001,3750
5343,AS204957,GREENFLOID-AS,SG,21314,0.41,0.001,7941
5344,AS1273,CW Vodafone Group PLC,GB,21312,0.03,0.001,2250
5345,AS44812,IPSERVER-RU-NET Fiord,RU,21311,0.02,0.001,683
5346,AS42498,GERKON-AS,RU,21311,0.02,0.001,683
5347,AS262213,Comsat Limitada,CL,21311,0.13,0.001,1244
5348,AS268429,SISTELBRAS TELECOM,BR,21309,0.01,0.001,1081
5349,AS56204,NETMAX-NP Net Max Technologies Pvt. Ltd.,NP,21309,0.29,0.001,11990
5350,AS51993,REGION-TV-AS,UA,21305,0.07,0.001,2287
5351,AS197248,DRAVANET-AS,HU,21300,0.28,0.001,2663
5352,AS327700,MoRENet,MZ,21277,0.27,0.001,591
5353,AS267546,GOIAS CONECT TELECOM EIRELI - ME,BR,21270,0.01,0.001,1079
5354,AS34985,KIRINCOMM,JP,21251,0.02,0.001,551
5355,AS262685,ScherrerNet Informatica Ltda ME,BR,21250,0.01,0.001,1078
5356,AS53813,ZSCALER-INC,HK,21236,0.3,0.001,7681
5357,AS49560,LINKS-MD-AS,MD,21235,0.62,0.001,2183
5358,AS141194,BNS-AS-AP Bandhu Network System,BD,21220,0.06,0.001,13714
5359,AS11961,MIDRIVERS,US,21218,0.01,0.001,3732
5360,AS270796,ENZEN TELECOM LTDA,BR,21210,0.01,0.001,1076
5361,AS267916,GORDILLO MARIN MAYRA ALEXANDRA MEGAred,EC,21205,0.18,0.001,3059
5362,AS138871,IDNIC-SUPERCORRIDOR-AS-ID PT. Trans Indonesia Superkoridor,ID,21201,0.02,0.001,3738
5363,AS266275,JEFFERSON KAYAM DA ROCHA,BR,21191,0.01,0.001,1075
5364,AS44963,POTOK-AS,RU,21186,0.02,0.001,679
5365,AS6939,HURRICANE,ID,21184,0.02,0.001,3735
5366,AS267429,GRAFNET TELECOM,BR,21171,0.01,0.001,1074
5367,AS265348,INTERVIXTELECOM EIRELI ME,BR,21171,0.01,0.001,1074
5368,AS263478,Renard Mendes Batista Me,BR,21171,0.01,0.001,1074
5369,AS50751,CHUGUEV,UA,21156,0.07,0.001,2271
5370,AS47119,VLTELECOM,RU,21155,0.02,0.001,678
5371,AS12261,DEKALB,US,21150,0.01,0.001,3720
5372,AS138146,NORTHBENGALONLINE-AS-AP Mohammad SAHIDUL ISLAM,BD,21135,0.06,0.001,13659
5373,AS264321,New Oeste Telecom do Brasil - LTDA ME,BR,21132,0.01,0.001,1072
5374,AS34629,ORNRU-AS Kvant-telecom uplink:,RU,21124,0.02,0.001,677
5375,AS37449,ONLIME-,SL,21119,1.41,0.001,3179
5376,AS269685,NET SAO JOSE LDTA - ME,BR,21112,0.01,0.001,1071
5377,AS263648,M. N. Redes de Comunicacoes,BR,21112,0.01,0.001,1071
